# (F) stands for finished and (D) for duration:
process, i, MEAN, SD, CI lower limit, CI upper limit
F, process19, 19.00754696666666666666, 21.67930678207478183529, 10.33401783308747891308, 27.68107610024585442024
D, process19, 14.00754696666666666666, 21.67930678207478183529, 5.33401783308747891308, 22.68107610024585442024
F, process20, 77.83929066666666666666, 2.66513104227229739087, 76.77301617863422459516, 78.90556515469910873816
D, process20, 72.83929066666666666666, 2.66513104227229739087, 71.77301617863422459516, 73.90556515469910873816
F, process21, 51.80144940000000000000, 4.96851584318494852477, 49.81362906285958334784, 53.78926973714041665216
D, process21, 39.80144940000000000000, 4.96851584318494852477, 37.81362906285958334784, 41.78926973714041665216
F, process22, 18.40620286666666666666, 1.59377888956608894956, 17.76855850976477192266, 19.04384722356856141066
D, process22, 12.40620286666666666666, 1.59377888956608894956, 11.76855850976477192266, 13.04384722356856141066
F, process23, 100.90658850000000000000, 5.38854363817222108117, 98.75072204619374059404, 103.06245495380625940596
D, process23, 90.90658850000000000000, 5.38854363817222108117, 88.75072204619374059404, 93.06245495380625940596
F, process24, 132.28325273333333333333, 6.28093359024240882440, 129.77035594061448678230, 134.79614952605217988436
D, process24, 130.28325273333333333333, 6.28093359024240882440, 127.77035594061448678230, 132.79614952605217988436
Context change, 1.96666666666666666666
Failed deadlines, 21, 24
